"date","permit_number","permit_type","status","address","short_notes",
"03/10/2020","20380-00263","Electrical Residential","Completed","815 EVERETT AVE, KANSAS CITY KS 66101",,
"03/10/2020","20380-00262","Electrical Commercial","Expired","77 S JAMES ST, KANSAS CITY KS 66118",,
"03/10/2020","20375-00015","Demolition Private Commercial","Issued","4101 KANSAS AVE, KANSAS CITY KS 66106",,
"03/10/2020","20367-00088","Safe to Restore Electric","Completed","2710 N 28TH ST, KANSAS CITY KS 66104",,
"03/10/2020","20367-00088","Safe to Restore Electric","Completed","2710 N 28TH ST, KANSAS CITY KS 66104",,
"03/10/2020","20367-00087","Safe to Restore Electric","Expired","1752 S 31ST ST, KANSAS CITY KS 66106",,
"03/10/2020","20350-00048","Building/Contractor License/NA/NA","Active","4911 ELMWOOD AVE, KANSAS CITY MO",,
"03/10/2020","20350-00047","Building/Contractor License/NA/NA","Active","4911 ELMWOOD AVE, KANSAS CITY MO",,
"03/10/2020","20350-00046","Building/Contractor License/NA/NA","Active","4911 ELMWOOD AVE, KANSAS CITY MO",,
"03/10/2020","20348-00013","Building Re Roof Residential","Issued","2507 N 59TH ST, KANSAS CITY KS 66104",,
"03/10/2020","20300-00227","Residential Misc Improvements-Repair","Issued","4024 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/10/2020","20300-00226","Commercial Interior Remodel-Repair","Expired","852 MINNESOTA AVE, KANSAS CITY KS 66101",,
"03/10/2020","20300-00225","Commercial Misc Improvements","Expired","10950 PARALLEL PKWY, KANSAS CITY KS 66109",,
"03/10/2020","20300-00217","Commercial Interior Remodel-Repair","Expired","114 ABBIE AVE, KANSAS CITY KS 66103",,
"03/09/2020","20390-00286","Plumbing Residential","Issued","718 LYON AVE, KANSAS CITY KS 66101",,
"03/09/2020","20390-00285","Plumbing Residential","Issued","2809 W 44TH AVE, KANSAS CITY KS 66103",,
"03/09/2020","20390-00284","Plumbing Residential","Expired","2300 N 35TH ST, KANSAS CITY KS 66104",,
"03/09/2020","20390-00283","Plumbing Commercial","Expired","801 MINNESOTA AVE, KANSAS CITY KS 66101",,
"03/09/2020","20390-00282","Plumbing Residential","Expired","2914 N 34TH ST, KANSAS CITY KS 66104",,
"03/09/2020","20385-00178","Mechanical Residential","Expired","2830 N 114TH TER, KANSAS CITY KS 66109",,
"03/09/2020","20381-00105","Gas Residential","Issued","6500 KANSAS AVE, LOT 9, KANSAS CITY KS 66111",,
"03/09/2020","20381-00104","Gas Residential","Issued","1341 KIMBALL AVE, KANSAS CITY KS 66104",,
"03/09/2020","20380-00261","Electrical Residential","Issued","6500 KANSAS AVE, LOT 52, KANSAS CITY KS 66111",,
"03/09/2020","20380-00260","Electrical Residential","Issued","7265 FOREST DR, LOT 76, KANSAS CITY KS 66106",,
"03/09/2020","20380-00259","Electrical Residential","Issued","7265 FOREST DR, LOT 68, KANSAS CITY KS 66106",,
"03/09/2020","20380-00258","Electrical Residential","Issued","7265 FOREST DR, LOT 18, KANSAS CITY KS 66106",,
"03/09/2020","20380-00257","Electrical Residential","Issued","4127 LLOYD ST, KANSAS CITY KS 66103",,
"03/09/2020","20380-00256","Electrical Residential","Issued","718 LYON AVE, KANSAS CITY KS 66101",,
"03/09/2020","20380-00255","Electrical Residential","Issued","4235 N 97TH ST, KANSAS CITY KS 66109",,
"03/09/2020","20380-00254","Electrical Residential","Issued","5940 STATE AVE, LOT 37, KANSAS CITY KS 66102",,
"03/09/2020","20380-00253","Electrical Residential","Issued","5940 STATE AVE, LOT 35, KANSAS CITY KS 66102",,
"03/09/2020","20380-00252","Electrical Residential","Issued","5940 STATE AVE, LOT 25, KANSAS CITY KS 66102",,
"03/09/2020","20380-00251","Electrical Residential","Issued","5940 STATE AVE, LOT 24, KANSAS CITY KS 66102",,
"03/09/2020","20367-00086","Safe to Restore Electric","Completed","2320 N 45TH ST, KANSAS CITY KS 66104",,
"03/09/2020","20367-00085","Safe to Restore Electric",,"450 S 55TH ST, KANSAS CITY KS 66106",,
"03/09/2020","20367-00084","Safe to Restore Electric","Completed","2417 N 9TH ST, KANSAS CITY KS 66101",,
"03/09/2020","20348-00012","Building Re Roof Residential","Expired","4709 HAGEMANN ST, KANSAS CITY KS 66106",,
"03/09/2020","20325-00043","Building Business Occupancy Commercial",,"5004 STATE AVE, KANSAS CITY KS 66102",,
"03/09/2020","20325-00042","Building Business Occupancy Commercial",,"852 MINNESOTA AVE, KANSAS CITY KS 66101",,
"03/09/2020","20300-00215","Residential Misc Improvements-Repair","Expired","12525 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"03/09/2020","20300-00214","Residential Addition-Enlarge Footprint","Expired","2610 W 45TH AVE, KANSAS CITY KS 66103",,
"03/09/2020","20300-00213","Residential Misc Improvements-Repair","Completed","8104 GREELEY AVE, KANSAS CITY KS 66109",,
"03/09/2020","20300-00212","Residential Misc Improvements-Repair","Issued","6137 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/06/2020","20390-00281","Plumbing Residential","Issued","1010 N 32ND ST, KANSAS CITY KS 66102",,
"03/06/2020","20390-00280","Plumbing Residential","Completed","1735 N 36TH ST, KANSAS CITY KS 66102",,
"03/06/2020","20390-00279","Plumbing Residential","Issued","424 N 75TH ST, KANSAS CITY KS 66109",,
"03/06/2020","20390-00278","Plumbing Residential","Issued","3436 N 70TH TER, KANSAS CITY KS 66109",,
"03/06/2020","20390-00277","Plumbing Commercial","Expired","4401 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/06/2020","20385-00177","Mechanical Residential","Expired","3012 N 30TH ST, KANSAS CITY KS 66104",,
"03/06/2020","20385-00176","Mechanical Residential","Expired","3016 N 30TH ST, KANSAS CITY KS 66104",,
"03/06/2020","20385-00175","Mechanical Residential","Expired","1742 N 57TH TER, KANSAS CITY KS 66102",,
"03/06/2020","20385-00174","Mechanical Residential","Issued","2810 S 53RD TER, KANSAS CITY KS 66106",,
"03/06/2020","20385-00173","Mechanical Commercial","Completed","151 S 18TH ST, KANSAS CITY KS 66102",,
"03/06/2020","20385-00172","Mechanical Residential","Inspections Completed","3200 TAUROMEE AVE, KANSAS CITY KS 66102",,
"03/06/2020","20385-00171","Mechanical Residential","Completed","1735 N 36TH ST, KANSAS CITY KS 66102",,
"03/06/2020","20385-00170","Mechanical Commercial","Expired","4401 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/06/2020","20380-00250","Electrical Residential","Issued","8011 EVERETT CT, KANSAS CITY KS 66112",,
"03/06/2020","20380-00249","Electrical Commercial","Expired","709 N 6TH ST, KANSAS CITY KS 66101",,
"03/06/2020","20380-00248","Electrical Commercial","Expired","709 N 6TH ST, KANSAS CITY KS 66101",,
"03/06/2020","20380-00247","Electrical Residential","Expired","1047 FREEMAN AVE, KANSAS CITY KS 66102",,
"03/06/2020","20380-00246","Electrical Residential","Issued","1327 WAVERLY AVE, KANSAS CITY KS 66104",,
"03/06/2020","20380-00245","Electrical Residential","Expired","7 N 9TH ST, KANSAS CITY KS 66101",,
"03/06/2020","20380-00244","Electrical Residential","Issued","911 N 70TH TER, KANSAS CITY KS 66112",,
"03/06/2020","20367-00083","Safe to Restore Electric",,"5653 EDITH AVE, KANSAS CITY KS 66104",,
"03/06/2020","20367-00082","Safe to Restore Electric",,"720 N 75TH TER, KANSAS CITY KS 66112",,
"03/06/2020","20367-00081","Safe to Restore Electric","Completed","1735 N 36TH ST, KANSAS CITY KS 66102",,
"03/06/2020","20367-00080","Safe to Restore Electric","Completed","5010 LOCUST AVE, KANSAS CITY KS 66106",,
"03/06/2020","20350-00045","Building/Contractor License/NA/NA","Active","6609 N ROYAL ST, SUITE 104, PLEASANT VALLEY MO",,
"03/06/2020","20350-00044","Building/Contractor License/NA/NA","Active","523 WESTVIEW DR, KANSAS CITY KS",,
"03/06/2020","20300-00210","Residential Misc Improvements-Repair","Issued","1432 S 80TH ST, KANSAS CITY KS 66111",,
"03/06/2020","20300-00209","Residential Misc Improvements-Repair","Issued","1322 YECKER AVE, KANSAS CITY KS 66104",,
"03/06/2020","20300-00208","Residential Misc Improvements-Repair","Issued","10602 CLEVELAND AVE, KANSAS CITY KS 66109",,
"03/06/2020","20300-00207","DRC New Non-Residential Building","Completed","645 KANSAS AVE, KANSAS CITY KS 66105","MCDONALD'S 645",
"03/05/2020","20390-00276","Plumbing Commercial","Inspections Completed","1403 FAIRFAX TRFY, KANSAS CITY KS 66115",,
"03/05/2020","20390-00275","Plumbing Commercial","Issued","3129 STATE AVE, KANSAS CITY KS 66102",,
"03/05/2020","20390-00274","Plumbing Residential","Issued","5720 GREELEY AVE, KANSAS CITY KS 66104",,
"03/05/2020","20390-00273","Plumbing Residential","Issued","2559 W 46TH AVE, KANSAS CITY KS 66103",,
"03/05/2020","20390-00272","Plumbing Commercial","Expired","7521 NEBRASKA AVE, KANSAS CITY KS 66112",,
"03/05/2020","20390-00271","Plumbing Residential","Expired","5315 NEVA DR, KANSAS CITY KS 66104",,
"03/05/2020","20385-00169","Mechanical Residential","Expired","1414 N 6TH ST, KANSAS CITY KS 66101",,
"03/05/2020","20385-00168","Mechanical Residential","Inspections Completed","1207 EVERETT AVE, KANSAS CITY KS 66102",,
"03/05/2020","20381-00103","Gas Residential","Issued","805 LAFAYETTE AVE, KANSAS CITY KS 66101",,
"03/05/2020","20381-00102","Gas Residential","Completed","1527 N 55TH DR, UNIT A, KANSAS CITY KS 66102",,
"03/05/2020","20381-00101","Gas Residential","Issued","1328 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/05/2020","20380-00243","Electrical Commercial","Inspections Completed","1925 PRAIRIE XING, KANSAS CITY KS 66111",,
"03/05/2020","20380-00242","Electrical Residential","Expired","1729 N 51ST TER, KANSAS CITY KS 66102",,
"03/05/2020","20380-00241","Electrical Residential","Expired","1727 N 51ST TER, KANSAS CITY KS 66102",,
"03/05/2020","20380-00240","Electrical Residential","Expired","2142 S 47TH TER, KANSAS CITY KS 66106",,
"03/05/2020","20367-00079","Safe to Restore Electric","Completed","3027 N 48TH ST, KANSAS CITY KS 66104",,
"03/05/2020","20367-00078","Safe to Restore Electric","Completed","3025 N 48TH ST, KANSAS CITY KS 66104",,
"03/05/2020","20367-00077","Safe to Restore Electric","Request Received","1522 VALLEY RD, KANSAS CITY KS 66102",,
"03/05/2020","20367-00076","Safe to Restore Electric","Completed","921 HASKELL AVE, KANSAS CITY KS 66101",,
"03/05/2020","20325-00041","Building Business Occupancy Commercial","Expired","1115 KANSAS AVE, KANSAS CITY KS 66105",,
"03/05/2020","20300-00206","Residential Addition-Enlarge Footprint","Issued","3232 SEWELL AVE, KANSAS CITY KS 66104",,
"03/05/2020","20300-00205","Residential Addition-Enlarge Footprint","Expired","305 N 32ND ST, KANSAS CITY KS 66102",,
"03/05/2020","20300-00204","Residential Addition-Enlarge Footprint","Inspections Completed","614 ORVILLE AVE, KANSAS CITY KS 66101",,
"03/05/2020","20300-00203","Residential Misc Improvements-Repair","Expired","12343 PINEHURST DR, KANSAS CITY KS 66109",,
"03/05/2020","20300-00202","Commercial Attached Addition-Enlarge Footprint","Expired","553 CENTRAL AVE, KANSAS CITY KS 66101","SLAPS BBQ AWNING & SUN SHADES",
"03/05/2020","20300-00201","Residential Misc Improvements-Repair","Expired","2300 N 12TH ST, KANSAS CITY KS 66104",,
"03/05/2020","20300-00200","Residential Misc Improvements-Repair","Expired","3348 N 49TH DR, KANSAS CITY KS 66104",,
"03/04/2020","20390-00270","Plumbing Residential","Expired","10527 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00269","Plumbing Residential","Expired","10525 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00268","Plumbing Residential","Expired","10523 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00267","Plumbing Residential","Expired","10521 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00266","Plumbing Residential","Expired","10519 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00265","Plumbing Residential","Expired","10517 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00264","Plumbing Residential","Expired","10515 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00263","Plumbing Residential","Inspections Completed","10513 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00262","Plumbing Residential","Expired","10518 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00261","Plumbing Residential","Expired","10516 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00260","Plumbing Residential","Expired","10514 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00259","Plumbing Residential","Expired","10512 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00258","Plumbing Residential","Completed","642 TENNY AVE, UNIT 2, KANSAS CITY KS 66101",,
"03/04/2020","20390-00257","Plumbing Residential","Expired","11636 DELAVAN AVE, KANSAS CITY KS 66109",,
"03/04/2020","20390-00256","Plumbing Residential","Expired","10510 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00255","Plumbing Residential","Expired","10508 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00254","Plumbing Residential","Expired","10504 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00253","Plumbing Residential","Expired","10502 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/04/2020","20390-00252","Plumbing Residential","Issued","3115 E BARKER CIR, KANSAS CITY KS 66104",,
"03/04/2020","20385-00167","Mechanical Residential","Inspections Completed","12470 MEADOW LN, KANSAS CITY KS 66109",,
"03/04/2020","20381-00100","Gas Residential","Issued","2040 N 7TH ST, KANSAS CITY KS 66101",,
"03/04/2020","20381-00099","Gas Residential","Completed","2418 S 34TH ST, KANSAS CITY KS 66106",,
"03/04/2020","20380-00239","Electrical Residential","Expired","4018 ROSWELL AVE, KANSAS CITY KS 66104",,
"03/04/2020","20380-00238","Electrical Residential","Issued","828 TAUROMEE AVE, KANSAS CITY KS 66101",,
"03/04/2020","20375-00014","Demolition UG Commercial","Submitted for Lien","2511 METROPOLITAN AVE, KANSAS CITY 66106",,
"03/04/2020","20367-00075","Safe to Restore Electric","Completed","6238 CERNECH RD, KANSAS CITY KS 66104",,
"03/04/2020","20365-00005","Building Sprinkler Commercial",,"10555 PARALLEL PKWY, KANSAS CITY KS 66109",,
"03/04/2020","20350-00043","Building/Contractor License/NA/NA","Active","P.O. BOX 860511, SHAWNEE MISSION KS",,
"03/04/2020","20350-00042","Building/Contractor License/NA/NA","Active","P. O. BOX 15674, LENEXA KS",,
"03/04/2020","20300-00199","Commercial Interior Remodel-Repair","Expired","1752 S 31ST ST, KANSAS CITY KS 66106",,
"03/04/2020","20300-00198","Commercial Interior Remodel-Repair","Expired","10555 PARALLEL PKWY, KANSAS CITY KS 66109",,
"03/03/2020","20390-00251","Plumbing Residential","Issued","438 N 18TH ST, KANSAS CITY KS 66102",,
"03/03/2020","20390-00250","Plumbing Residential","Issued","1211 MINNESOTA AVE, KANSAS CITY 66102",,
"03/03/2020","20385-00166","Mechanical Residential","Issued","2754 N 110TH TER, KANSAS CITY KS 66109",,
"03/03/2020","20385-00165","Mechanical Residential","Issued","7740 CERNECH RD, KANSAS CITY KS 66109",,
"03/03/2020","20385-00164","Mechanical Residential","Issued","8828 WAVERLY AVE, KANSAS CITY KS 66109",,
"03/03/2020","20385-00163","Mechanical Residential","Expired","12708 SEWELL AVE, KANSAS CITY KS 66109",,
"03/03/2020","20385-00162","Mechanical Residential","Expired","285 S 8TH ST, KANSAS CITY KS 66101",,
"03/03/2020","20385-00161","Mechanical Residential","Expired","3200 N 131ST ST, KANSAS CITY KS 66109",,
"03/03/2020","20381-00098","Gas Residential","Completed","1425 N 78TH PL, #8, KANSAS CITY KS 66112",,
"03/03/2020","20381-00097","Gas Residential","Issued","2632 N EARLY ST, KANSAS CITY KS 66101",,
"03/03/2020","20380-00237","Electrical Residential","Expired","3040 N 20TH ST, KANSAS CITY KS 66104",,
"03/03/2020","20380-00236","Electrical Residential","Issued","5000 YECKER AVE, KANSAS CITY KS 66104",,
"03/03/2020","20380-00235","Electrical Residential","Issued","1703 RICHMOND AVE, KANSAS CITY KS 66104",,
"03/03/2020","20380-00234","Electrical Residential","Completed","7241 GIBBS RD, KANSAS CITY KS 66106",,
"03/03/2020","20380-00233","Electrical Residential","Expired","4401 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/03/2020","20380-00232","Electrical Residential","Completed","4127 LLOYD ST, KANSAS CITY KS 66103",,
"03/03/2020","20367-00074","Safe to Restore Electric","Completed","2814 LAFAYETTE AVE, KANSAS CITY KS 66104",,
"03/03/2020","20367-00073","Safe to Restore Electric","Request Received","1144 RICHMOND AVE, KANSAS CITY KS 66104",,
"03/03/2020","20367-00072","Safe to Restore Electric",,"113 VIEWCREST DR, KANSAS CITY KS 66101",,
"03/03/2020","20325-00040","Building Business Occupancy Commercial","Expired","7559 STATE AVE, KANSAS CITY KS 66112",,
"03/03/2020","20325-00039","Building Business Occupancy Commercial",,"932 S 7TH TRFY, KANSAS CITY KS 66105",,
"03/03/2020","20325-00038","Building Business Occupancy Commercial",,"923 N 78TH ST, KANSAS CITY KS 66112",,
"03/03/2020","20300-00197","Residential Addition-Enlarge Footprint","Expired","2752 ESPENLAUB LN, KANSAS CITY KS 66106",,
"03/03/2020","20300-00196","Residential Misc Improvements-Repair","Expired","2834 N 64TH ST, KANSAS CITY KS 66104",,
"03/03/2020","20300-00193","Residential Misc Improvements-Repair","Issued","523 ORVILLE AVE, KANSAS CITY KS 66101",,
"03/03/2020","20300-00192","Residential Misc Improvements-Repair","Issued","4800 METROPOLITAN AVE, KANSAS CITY KS 66106",,
"03/03/2020","20300-00191","Residential Misc Improvements-Repair","Issued","2625 ARMSTRONG AVE, KANSAS CITY KS 66102",,
"03/03/2020","20300-00190","Commercial Misc Improvements","Issued","1110 MINNESOTA AVE, KANSAS CITY KS 66102",,
"03/03/2020","20300-00189","Commercial Misc Improvements","Expired","1525 CENTRAL AVE, KANSAS CITY KS 66102",,
"03/02/2020","20390-00249","Plumbing Residential","Completed","72 VIEWCREST DR, KANSAS CITY KS 66101",,
"03/02/2020","20390-00248","Plumbing Residential","Expired","11704 DELAVAN AVE, KANSAS CITY KS 66109",,
"03/02/2020","20390-00247","Plumbing Residential","Expired","12529 FARROW AVE, KANSAS CITY KS 66109",,
"03/02/2020","20390-00246","Plumbing Residential","Expired","12610 FARROW AVE, KANSAS CITY KS 66109",,
"03/02/2020","20390-00245","Plumbing Residential","Expired","4333 VICTORY DR, KANSAS CITY KS 66102",,
"03/02/2020","20390-00244","Plumbing Residential","Inspections Completed","3005 N 31ST ST, KANSAS CITY KS 66104",,
"03/02/2020","20390-00243","Plumbing Residential","Inspections Completed","1055 EVERETT AVE, KANSAS CITY KS 66102",,
"03/02/2020","20390-00242","Plumbing Commercial","Issued","10670 PARALLEL PKWY, KANSAS CITY KS 66109",,
